id,Product ID,Type,air_temp,process_temp,rpm,torque,tool_wear,target,TWF,HDF,PWF,OSF,RNF,air_temp_c,process_temp_c,power_factor,temp_diff
44,H29457,H,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,25.650000000000034,36.05000000000001,66542.0,10.399999999999977
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,25.650000000000034,35.950000000000045,69920.0,10.300000000000011
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,25.650000000000034,35.950000000000045,73109.90000000001,10.300000000000011
47,M14906,M,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,25.55000000000001,35.85000000000002,47549.4,10.300000000000011
48,L47227,L,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,25.650000000000034,35.950000000000045,65653.4,10.300000000000011
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,25.650000000000034,36.05000000000001,76807.5,10.399999999999977
50,M14909,M,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,25.75,36.05000000000001,62269.200000000004,10.300000000000011
51,L47230,L,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,25.75,35.950000000000045,13160.599999999999,10.200000000000045
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,25.75,35.950000000000045,75926.7,10.200000000000045
53,H29466,H,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,25.650000000000034,35.85000000000002,65568.59999999999,10.199999999999989
54,L47233,L,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,25.55000000000001,35.85000000000002,54931.5,10.300000000000011
55,L47234,L,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,25.55000000000001,35.85000000000002,50899.100000000006,10.300000000000011
56,L47235,L,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,25.650000000000034,35.950000000000045,61538.4,10.300000000000011
57,L47236,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,25.650000000000034,35.950000000000045,62624.799999999996,10.300000000000011
58,L47237,L,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,25.650000000000034,35.950000000000045,60973.899999999994,10.300000000000011
59,M14918,M,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,25.650000000000034,35.85000000000002,48999.5,10.199999999999989
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,25.650000000000034,35.950000000000045,74963.2,10.300000000000011
61,L47240,L,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,25.650000000000034,35.950000000000045,73271.8,10.300000000000011
62,M14921,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,25.650000000000034,35.85000000000002,60814.4,10.199999999999989
63,L47242,L,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,25.650000000000034,35.85000000000002,41884.1,10.199999999999989
64,M14923,M,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,25.75,35.85000000000002,46930.799999999996,10.100000000000023
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,25.850000000000023,35.950000000000045,58787.8,10.100000000000023
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,25.850000000000023,35.950000000000045,62869.4,10.100000000000023
67,M14926,M,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,25.75,35.75,48187.299999999996,10.0
68,H29481,H,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,25.650000000000034,35.75,64650.6,10.099999999999966
69,L47248,L,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,25.650000000000034,35.75,49474.799999999996,10.099999999999966
70,L47249,L,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,25.75,35.85000000000002,92637.0,10.100000000000023
71,M14930,M,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,25.75,35.85000000000002,43482.4,10.100000000000023
72,L47251,L,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,25.75,35.950000000000045,66066.0,10.200000000000045
73,L47252,L,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,25.75,35.950000000000045,60783.6,10.200000000000045
74,L47253,L,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,25.850000000000023,35.950000000000045,55720.0,10.100000000000023
75,L47254,L,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,25.75,35.85000000000002,51712.299999999996,10.100000000000023
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,25.650000000000034,35.75,64399.3,10.099999999999966
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,25.650000000000034,35.75,69981.9,10.099999999999966
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,25.650000000000034,35.75,60091.49999999999,10.099999999999966
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,25.650000000000034,35.75,71997.0,10.099999999999966
80,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,25.650000000000034,35.75,53135.799999999996,10.099999999999966
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,25.650000000000034,35.650000000000034,72105.5,10.0
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,25.75,35.75,68875.0,10.0
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,25.75,35.75,59282.399999999994,10.0
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,25.850000000000023,35.85000000000002,58906.9,10.0
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,25.75,35.75,67687.2,10.0
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,25.850000000000023,35.85000000000002,48347.200000000004,10.0
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,25.850000000000023,35.85000000000002,63040.4,10.0
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,25.850000000000023,35.85000000000002,49099.200000000004,10.0
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,25.850000000000023,35.85000000000002,64138.8,10.0
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,25.75,35.75,58736.5,10.0
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,25.75,35.75,45227.4,10.0
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,25.75,35.75,45567.0,10.0
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,25.75,35.75,46801.700000000004,10.0
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,25.950000000000045,35.85000000000002,62350.0,9.899999999999977
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,25.850000000000023,35.75,51741.799999999996,9.899999999999977
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,25.850000000000023,35.85000000000002,70522.2,10.0
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,25.850000000000023,35.85000000000002,55597.49999999999,10.0
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,25.75,35.75,52325.0,10.0
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,25.75,35.650000000000034,49998.3,9.900000000000034
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,25.650000000000034,35.650000000000034,67621.2,10.0
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,25.650000000000034,35.75,46300.0,10.099999999999966
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,25.650000000000034,35.650000000000034,41213.7,10.0
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,25.650000000000034,35.650000000000034,63133.0,10.0
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,25.650000000000034,35.650000000000034,58360.5,10.0
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,25.650000000000034,35.55000000000001,62930.0,9.899999999999977
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,25.650000000000034,35.55000000000001,49480.100000000006,9.899999999999977
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,25.650000000000034,35.55000000000001,70082.5,9.899999999999977
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,25.650000000000034,35.650000000000034,70059.59999999999,10.0
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,25.75,35.650000000000034,53006.700000000004,9.900000000000034
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,25.75,35.55000000000001,53605.200000000004,9.800000000000011
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,25.650000000000034,35.450000000000045,42120.0,9.800000000000011
112,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,25.55000000000001,35.450000000000045,65206.5,9.900000000000034
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,25.650000000000034,35.55000000000001,59171.0,9.899999999999977
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,25.650000000000034,35.450000000000045,62263.4,9.800000000000011
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,25.650000000000034,35.450000000000045,49392.0,9.800000000000011
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,25.650000000000034,35.450000000000045,65396.700000000004,9.800000000000011
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,25.75,35.55000000000001,53332.4,9.800000000000011
118,L47297,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,25.650000000000034,35.450000000000045,52767.0,9.800000000000011
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,25.650000000000034,35.450000000000045,47966.700000000004,9.800000000000011
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,25.55000000000001,35.35000000000002,59706.9,9.800000000000011
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,25.75,35.55000000000001,64055.100000000006,9.800000000000011
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,25.75,35.55000000000001,64189.600000000006,9.800000000000011
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,25.850000000000023,35.650000000000034,66417.0,9.800000000000011
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,25.75,35.55000000000001,67096.4,9.800000000000011
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,25.75,35.55000000000001,50773.799999999996,9.800000000000011
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,25.75,35.450000000000045,50232.00000000001,9.700000000000045
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,25.850000000000023,35.450000000000045,80404.5,9.600000000000023
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,25.75,35.450000000000045,65704.5,9.700000000000045
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,25.850000000000023,35.450000000000045,61258.200000000004,9.600000000000023
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,25.75,35.35000000000002,53473.7,9.600000000000023
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,25.650000000000034,35.25,60540.3,9.599999999999966
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,25.650000000000034,35.25,48114.9,9.599999999999966
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,25.55000000000001,35.25,62251.200000000004,9.699999999999989
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,25.55000000000001,35.25,70928.0,9.699999999999989
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,25.650000000000034,35.25,72557.0,9.599999999999966
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,25.650000000000034,35.35000000000002,48763.5,9.699999999999989
137,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,25.55000000000001,35.35000000000002,64894.00000000001,9.800000000000011
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,25.55000000000001,35.450000000000045,71724.09999999999,9.900000000000034
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,25.650000000000034,35.450000000000045,71580.59999999999,9.800000000000011
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,25.650000000000034,35.450000000000045,70754.4,9.800000000000011
141,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,25.650000000000034,35.450000000000045,54547.1,9.800000000000011
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,25.55000000000001,35.35000000000002,54348.8,9.800000000000011
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,25.450000000000045,35.25,50139.6,9.799999999999955
144,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,25.450000000000045,35.25,71053.5,9.799999999999955
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,25.450000000000045,35.25,58978.4,9.799999999999955
146,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,25.350000000000023,35.25,50836.8,9.899999999999977
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,25.350000000000023,35.25,58193.200000000004,9.899999999999977
148,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,25.25,35.25,60751.5,10.0
149,M15008,M,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,25.150000000000034,35.150000000000034,66192.0,10.0
150,L47329,L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,25.25,35.150000000000034,58772.7,9.900000000000034
151,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,25.25,35.150000000000034,60719.4,9.900000000000034
152,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,25.25,35.05000000000001,55008.8,9.800000000000011
153,M15012,M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,25.25,35.05000000000001,64944.0,9.800000000000011
154,L47333,L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,25.25,35.05000000000001,49950.0,9.800000000000011
155,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,25.25,35.05000000000001,55313.600000000006,9.800000000000011
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,25.25,35.05000000000001,39342.6,9.800000000000011
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,25.25,34.950000000000045,68770.0,9.700000000000045
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,25.25,35.05000000000001,64293.0,9.800000000000011
159,M15018,M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,25.25,35.05000000000001,59960.0,9.800000000000011
160,L47339,L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,25.25,35.05000000000001,69137.0,9.800000000000011
161,L47340,L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,25.25,35.05000000000001,77817.40000000001,9.800000000000011
162,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,25.150000000000034,34.950000000000045,73847.59999999999,9.800000000000011
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,25.150000000000034,34.950000000000045,56303.0,9.800000000000011
164,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,25.25,35.05000000000001,64298.399999999994,9.800000000000011
165,M15024,M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,25.350000000000023,35.150000000000034,62784.0,9.800000000000011
166,L47345,L,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,25.350000000000023,35.25,45058.0,9.899999999999977
167,H29580,H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,25.25,35.05000000000001,52551.200000000004,9.800000000000011
168,H29581,H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,25.25,35.150000000000034,62548.2,9.900000000000034
169,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,25.25,35.150000000000034,89275.9,9.900000000000034
170,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,25.25,35.150000000000034,77893.8,9.900000000000034
171,M15030,M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,25.25,35.05000000000001,56350.0,9.800000000000011
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,25.05000000000001,34.950000000000045,74269.59999999999,9.900000000000034
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,24.950000000000045,34.85000000000002,40019.200000000004,9.899999999999977
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,25.05000000000001,34.85000000000002,53616.700000000004,9.800000000000011
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,25.05000000000001,34.950000000000045,76139.8,9.900000000000034
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,25.05000000000001,34.950000000000045,60117.0,9.900000000000034
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,25.05000000000001,34.950000000000045,56144.600000000006,9.900000000000034
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,25.05000000000001,35.05000000000001,42543.2,10.0
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,25.05000000000001,35.05000000000001,72087.2,10.0
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,25.05000000000001,35.150000000000034,64939.2,10.100000000000023
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,25.05000000000001,35.150000000000034,73602.5,10.100000000000023
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,25.05000000000001,35.150000000000034,44140.799999999996,10.100000000000023
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,24.950000000000045,35.05000000000001,64550.200000000004,10.099999999999966
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,24.950000000000045,35.05000000000001,60439.50000000001,10.099999999999966
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,25.05000000000001,35.05000000000001,51010.200000000004,10.0
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,25.05000000000001,35.05000000000001,55237.200000000004,10.0
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,24.950000000000045,35.150000000000034,72856.0,10.199999999999989
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,25.05000000000001,35.25,59434.9,10.199999999999989
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,25.150000000000034,35.35000000000002,53961.600000000006,10.199999999999989
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,25.150000000000034,35.25,66792.59999999999,10.099999999999966
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,25.05000000000001,35.25,73702.3,10.199999999999989
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,25.05000000000001,35.25,57643.600000000006,10.199999999999989
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,25.05000000000001,35.25,72416.4,10.199999999999989
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,25.05000000000001,35.25,58058.8,10.199999999999989
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,25.05000000000001,35.35000000000002,28654.6,10.300000000000011
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,25.150000000000034,35.35000000000002,62333.7,10.199999999999989
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,25.150000000000034,35.450000000000045,70884.0,10.300000000000011
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,25.25,35.450000000000045,62454.299999999996,10.200000000000045
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,25.25,35.55000000000001,55580.0,10.300000000000011
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,25.25,35.450000000000045,67494.3,10.200000000000045
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,25.25,35.450000000000045,56315.0,10.200000000000045
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,25.150000000000034,35.35000000000002,64890.00000000001,10.199999999999989
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,25.25,35.35000000000002,58405.200000000004,10.100000000000023
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,25.25,35.35000000000002,56471.0,10.100000000000023
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,25.25,35.35000000000002,57104.799999999996,10.100000000000023
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,25.350000000000023,35.450000000000045,71232.0,10.100000000000023
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,25.350000000000023,35.55000000000001,56797.7,10.199999999999989
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,25.25,35.55000000000001,86254.7,10.300000000000011
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,25.25,35.450000000000045,58389.700000000004,10.200000000000045
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,25.25,35.450000000000045,64988.0,10.200000000000045
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,25.25,35.55000000000001,54980.3,10.300000000000011
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,25.350000000000023,35.55000000000001,53392.5,10.199999999999989
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,25.25,35.55000000000001,71097.59999999999,10.300000000000011
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,25.25,35.55000000000001,62231.4,10.300000000000011
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,25.150000000000034,35.450000000000045,58951.9,10.300000000000011
